Station Name,Filtered,Parameter,Date/Time,Date,Value,QA Code,Unit,QAQC Sample,Comments,Rain in Last 24 Hours,Sky Condition,Flow Severity,Comp  Code,Thalweg,Lab,Project
PN1.9PN,,Conductivity,2024/4/2 10:55,2024/4/2,132,,uS/cm at 25 deg C,,"Potential hydrant flushing upstrea, overland flow observed by gravel road",No,Partly Cloudy,3,G,Yes,SDWRF,Ambient
PN1.9PN,,Conductivity,2024/5/7 10:50,2024/5/7,123,,uS/cm at 25 deg C,, ,Yes,Partly Cloudy,3,G,Yes,SDWRF,Ambient
PN1.9PN,,Conductivity,2024/6/4 10:40,2024/6/4,181,,uS/cm at 25 deg C,,Duplicate site,Yes,Sunny,2,G,Yes,SDWRF,Ambient
PN1.9PN,,Conductivity,2024/7/2 10:30,2024/7/2,364,,uS/cm at 25 deg C,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
PN1.9PN,,Conductivity,2024/8/6 10:20,2024/8/6,77,,uS/cm at 25 deg C,,Very Turbid,No,Overcast,3,G,Yes,SDWRF,Ambient
PN1.9PN,,Conductivity,2024/9/3 10:40,2024/9/3,79,,uS/cm at 25 deg C,, ,No,Sunny,4,G,Yes,SDWRF,Ambient
PN1.9PN,,Conductivity,2024/10/1 11:10,2024/10/1,88,,uS/cm at 25 deg C,, ,Yes,Overcast,4,G,Yes,SDWRF,Ambient
PN1.9PN,,Conductivity,2024/11/4 10:50,2024/11/4,150,,uS/cm at 25 deg C,,"Duplicate site, excessive turbidity",No,Overcast,2,G,Yes,SDWRF,Ambient
PN1.9PN,,Conductivity,2024/12/3 10:50,2024/12/3,220,,uS/cm at 25 deg C,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
SI1.6SIC,,Conductivity,2024/1/9 11:10,2024/1/9,108,,uS/cm at 25 deg C,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
SI1.6SIC,,Conductivity,2024/2/13 11:30,2024/2/13,115,,uS/cm at 25 deg C,, ,Yes,Sunny,3,G,Yes,SDWRF,Ambient
SI1.6SIC,,Conductivity,2024/3/12 11:10,2024/3/12,143,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
SI1.6SIC,,Conductivity,2024/4/9 10:45,2024/4/9,208,,uS/cm at 25 deg C,,Light rain,Yes,Overcast,3,G,Yes,SDWRF,Ambient
SI1.6SIC,,Conductivity,2024/5/14 10:45,2024/5/14,141,,uS/cm at 25 deg C,,Rain,Yes,Overcast,3,G,Yes,SDWRF,Ambient
SI1.6SIC,,Conductivity,2024/6/11 11:35,2024/6/11,106,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
SI1.6SIC,,Conductivity,2024/7/9 10:45,2024/7/9,91,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
SI1.6SIC,,Conductivity,2024/8/13 10:15,2024/8/13,97,,uS/cm at 25 deg C,,Duplicate site,No,Overcast,4,G,Yes,SDWRF,Ambient
SI1.6SIC,,Conductivity,2024/9/10 11:20,2024/9/10,110,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
SI1.6SIC,,Conductivity,2024/10/8 11:10,2024/10/8,164,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
SI1.6SIC,,Conductivity,2024/11/5 10:40,2024/11/5,291,,uS/cm at 25 deg C,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
SI1.6SIC,,Conductivity,2024/12/10 11:05,2024/12/10,117,,uS/cm at 25 deg C,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
TF1.0TC,,Conductivity,2024/1/16 10:25,2024/1/16,198,,uS/cm at 25 deg C,,Raining,,Overcast,4,G,Yes,SDWRF,Ambient
TF1.0TC,,Conductivity,2024/2/20 10:15,2024/2/20,272,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
TF1.0TC,,Conductivity,2024/3/19 10:20,2024/3/19,296,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
TF1.0TC,,Conductivity,2024/4/16 10:50,2024/4/16,214,,uS/cm at 25 deg C,,TPOC duplicate site,No,Sunny,3,G,Yes,SDWRF,Ambient
TF1.0TC,,Conductivity,2024/5/21 10:00,2024/5/21,162,,uS/cm at 25 deg C,,Duplicate site,No,Sunny,3,G,Yes,SDWRF,Ambient
TF1.0TC,,Conductivity,2024/6/17 10:15,2024/6/17,316,,uS/cm at 25 deg C,, ,No,Partly Cloudy,2,G,Yes,SDWRF,Ambient
TF1.0TC,,Conductivity,2024/7/16 09:30,2024/7/16,167,,uS/cm at 25 deg C,, ,No,Overcast,2,G,Yes,SDWRF,Ambient
TF1.0TC,,Conductivity,2024/10/15 10:30,2024/10/15,321,,uS/cm at 25 deg C,,TOC duplicate site,No,Sunny,3,G,Yes,SDWRF,Ambient
TF1.0TC,,Conductivity,2024/11/12 10:00,2024/11/12,178,,uS/cm at 25 deg C,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
TF1.0TC,,Conductivity,2024/12/11 10:45,2024/12/11,86.4,,uS/cm at 25 deg C,, ,Yes,Overcast,4,G,No,SDWRF,Ambient
TF3.4TC,,Conductivity,2024/1/16 10:00,2024/1/16,258,,uS/cm at 25 deg C,,Raining,,Overcast,3,G,Yes,SDWRF,Ambient
TF3.4TC,,Conductivity,2024/2/20 09:50,2024/2/20,327,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
TF3.4TC,,Conductivity,2024/3/19 10:00,2024/3/19,343,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
TF3.4TC,,Conductivity,2024/4/16 10:10,2024/4/16,337,,uS/cm at 25 deg C,,Duplicate site,No,Sunny,3,G,Yes,SDWRF,Ambient
TF3.4TC,,Conductivity,2024/5/21 09:25,2024/5/21,210,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
TF3.4TC,,Conductivity,2024/6/17 09:55,2024/6/17,263,,uS/cm at 25 deg C,, ,No,Partly Cloudy,2,G,Yes,SDWRF,Ambient
TF3.4TC,,Conductivity,2024/7/16 09:05,2024/7/16,237,,uS/cm at 25 deg C,, ,No,Overcast,2,G,Yes,SDWRF,Ambient
TF3.4TC,,Conductivity,2024/10/15 10:10,2024/10/15,381,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
TF3.4TC,,Conductivity,2024/11/12 09:40,2024/11/12,205,,uS/cm at 25 deg C,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
TF3.4TC,,Conductivity,2024/12/11 10:10,2024/12/11,84.4,,uS/cm at 25 deg C,,Duplicate Site,Yes,Overcast,4,G,Yes,SDWRF,Ambient
TF4.4TC,,Conductivity,2024/1/16 09:40,2024/1/16,298,,uS/cm at 25 deg C,, ,,Overcast,3,G,Yes,SDWRF,Ambient
TF4.4TC,,Conductivity,2024/2/20 09:05,2024/2/20,386,,uS/cm at 25 deg C,,Duplicate Site,No,Sunny,3,G,Yes,SDWRF,Ambient
TF4.4TC,,Conductivity,2024/3/19 09:00,2024/3/19,373,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
TF4.4TC,,Conductivity,2024/4/16 09:25,2024/4/16,405,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
TF4.4TC,,Conductivity,2024/5/21 08:50,2024/5/21,287,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
TF4.4TC,,Conductivity,2024/6/17 08:40,2024/6/17,410,,uS/cm at 25 deg C,, ,No,Overcast,2,G,Yes,SDWRF,Ambient
TF4.4TC,,Conductivity,2024/7/16 08:50,2024/7/16,289,,uS/cm at 25 deg C,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
TF4.4TC,,Conductivity,2024/10/15 09:25,2024/10/15,376,,uS/cm at 25 deg C,,Duplicate site,No,Sunny,3,G,Yes,SDWRF,Ambient
TF4.4TC,,Conductivity,2024/11/12 09:20,2024/11/12,177,,uS/cm at 25 deg C,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
TF4.4TC,,Conductivity,2024/12/11 09:45,2024/12/11,83.3,,uS/cm at 25 deg C,, ,Yes,Overcast,4,G,Yes,SDWRF,Ambient
TF5.1RC,,Conductivity,2024/1/16 09:25,2024/1/16,280,,uS/cm at 25 deg C,, ,,Overcast,3,G,Yes,SDWRF,Ambient
TF5.1RC,,Conductivity,2024/2/20 09:25,2024/2/20,383,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
TF5.1RC,,Conductivity,2024/3/19 09:25,2024/3/19,377,,uS/cm at 25 deg C,,Duplicate site,No,Sunny,3,G,Yes,SDWRF,Ambient
TF5.1RC,,Conductivity,2024/4/16 09:40,2024/4/16,326,,uS/cm at 25 deg C,, ,No,Partly Cloudy,3,G,Yes,SDWRF,Ambient
TF5.1RC,,Conductivity,2024/5/21 09:05,2024/5/21,245,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
TF5.1RC,,Conductivity,2024/6/17 09:10,2024/6/17,422,,uS/cm at 25 deg C,, ,No,Overcast,2,G,Yes,SDWRF,Ambient
TF5.1RC,,Conductivity,2024/7/16 08:35,2024/7/16,234,,uS/cm at 25 deg C,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
TF5.1RC,,Conductivity,2024/10/15 09:00,2024/10/15,411,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
TF5.1RC,,Conductivity,2024/11/12 08:55,2024/11/12,246,,uS/cm at 25 deg C,,Duplicate site,No,Sunny,3,G,Yes,SDWRF,Ambient
TF5.1RC,,Conductivity,2024/12/11 09:25,2024/12/11,110,,uS/cm at 25 deg C,, ,Yes,Overcast,4,G,No,SDWRF,Ambient
TF6.5RCUT,,Conductivity,2024/1/16 09:00,2024/1/16,404,,uS/cm at 25 deg C,,Duplicate Site. Light rain.,Yes,Overcast,3,G,Yes,SDWRF,Ambient
TF6.5RCUT,,Conductivity,2024/2/20 08:30,2024/2/20,469,,uS/cm at 25 deg C,,"Slight odor, orange and black flocculant on stream bed, water slightly murky",No,Sunny,3,G,Yes,SDWRF,Ambient
TF6.5RCUT,,Conductivity,2024/3/19 08:30,2024/3/19,446,,uS/cm at 25 deg C,,Flocculant and chemical odor present,No,Sunny,3,G,Yes,SDWRF,Ambient
TF6.5RCUT,,Conductivity,2024/4/16 08:35,2024/4/16,486,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
TF6.5RCUT,,Conductivity,2024/5/21 08:25,2024/5/21,380,,uS/cm at 25 deg C,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
TF6.5RCUT,,Conductivity,2024/6/17 08:10,2024/6/17,552,,uS/cm at 25 deg C,, ,No,Overcast,2,G,Yes,SDWRF,Ambient
TF6.5RCUT,,Conductivity,2024/7/16 08:10,2024/7/16,392,,uS/cm at 25 deg C,,Sima DOC blank 8:05,No,Sunny,2,G,Yes,SDWRF,Ambient
TF6.5RCUT,,Conductivity,2024/9/17 08:30,2024/9/17,79,,uS/cm at 25 deg C,,Raining. No lab samples taken due to staff injury. DO% appears to have been incorrectly recorded,Yes,Overcast,4,G,Yes,SDWRF,Ambient
TF6.5RCUT,,Conductivity,2024/10/15 08:35,2024/10/15,482,,uS/cm at 25 deg C,,Sampling about 15 yards upstream of normal site,No,Sunny,3,G,Yes,SDWRF,Ambient
TF6.5RCUT,,Conductivity,2024/11/12 08:20,2024/11/12,456,,uS/cm at 25 deg C,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
TF6.5RCUT,,Conductivity,2024/12/11 08:20,2024/12/11,220,,uS/cm at 25 deg C,,Turbid from rain,Yes,Overcast,4,G,Yes,SDWRF,Ambient
CC2.5CC,Field,Copper,2024/1/23 11:00,2024/1/23,2.29,,ug/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
CC2.5CC,Field,Copper,2024/2/27 11:10,2024/2/27,2.61,J7,ug/L,, ,No,Partly Cloudy,3,G,Yes,SDWRF,Ambient
CC2.5CC,Field,Copper,2024/3/26 11:20,2024/3/26,2.52,J7,ug/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
CC2.5CC,Field,Copper,2024/4/23 10:55,2024/4/23,2.28,,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
CC2.5CC,Field,Copper,2024/5/28 11:05,2024/5/28,2.91,,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
CC2.5CC,Field,Copper,2024/6/25 10:35,2024/6/25,1.03,"J,J7",ug/L,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
CC2.5CC,Field,Copper,2024/7/23 10:20,2024/7/23,5.33,J7,ug/L,,Duplicate site Duplicate,Yes,Sunny,4,G,Yes,SDWRF,Ambient
CC2.5CC,Field,Copper,2024/7/23 10:20,2024/7/23,5.19,J7,ug/L,,Duplicate site Duplicate,Yes,Sunny,4,G,Yes,SDWRF,Ambient
CC2.5CC,Field,Copper,2024/9/24 12:00,2024/9/24,3.69,,ug/L,, ,Yes,Overcast,5,G,No,SDWRF,Ambient
CC2.5CC,Field,Copper,2024/10/22 11:10,2024/10/22,1.03,J,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
CC2.5CC,Field,Copper,2024/11/19 10:40,2024/11/19,2.42,,ug/L,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
CC2.5CC,Field,Copper,2024/12/17 10:55,2024/12/17,2.15,,ug/L,, ,Yes,Sunny,3,G,Yes,SDWRF,Ambient
EL1.9EC,Field,Copper,2024/1/9 09:50,2024/1/9,3.5,J7,ug/L,,Rain,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL1.9EC,Field,Copper,2024/2/13 10:05,2024/2/13,3.4,,ug/L,,TOC Duplicate Site,Yes,Sunny,3,G,Yes,SDWRF,Ambient
EL1.9EC,Field,Copper,2024/3/12 09:20,2024/3/12,3.69,,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EL1.9EC,Field,Copper,2024/4/9 09:35,2024/4/9,2.56,,ug/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL1.9EC,Field,Copper,2024/5/14 09:20,2024/5/14,2.42,,ug/L,,Duplicate site Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL1.9EC,Field,Copper,2024/5/14 09:20,2024/5/14,2.37,,ug/L,,Duplicate site Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL1.9EC,Field,Copper,2024/6/11 09:55,2024/6/11,2.93,J7,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EL1.9EC,Field,Copper,2024/7/9 09:10,2024/7/9,3.7,,ug/L,,TOC Duplicate Site Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EL1.9EC,Field,Copper,2024/8/13 09:05,2024/8/13,3.1,,ug/L,, ,No,Overcast,4,G,No,SDWRF,Ambient
EL1.9EC,Field,Copper,2024/9/10 09:50,2024/9/10,2.17,,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EL1.9EC,Field,Copper,2024/10/8 09:40,2024/10/8,2.01,,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EL1.9EC,Field,Copper,2024/11/5 09:25,2024/11/5,1.91,J,ug/L,, ,No,Overcast,2,G,Yes,SDWRF,Ambient
EL1.9EC,Field,Copper,2024/12/10 09:40,2024/12/10,2.62,,ug/L,,TOC Duplicate Site,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL5.5GC,Field,Copper,2024/1/9 09:30,2024/1/9,3.69,J7,ug/L,,Light rain,Yes,Overcast,4,G,Yes,SDWRF,Ambient
EL5.5GC,Field,Copper,2024/2/13 09:35,2024/2/13,4.54,,ug/L,, ,Yes,Sunny,4,G,Yes,SDWRF,Ambient
EL5.5GC,Field,Copper,2024/3/12 09:40,2024/3/12,3.82,,ug/L,,Staff gage had been pulled out of stream bed. Staff took it to City Hall.,No,Sunny,3,G,Yes,SDWRF,Ambient
EL5.5GC,Field,Copper,2024/4/9 09:15,2024/4/9,2.56,,ug/L,,Duplicate site Duplicate,No,Overcast,3,G,Yes,SDWRF,Ambient
EL5.5GC,Field,Copper,2024/4/9 09:15,2024/4/9,2.1,,ug/L,,Duplicate site Duplicate,No,Overcast,3,G,Yes,SDWRF,Ambient
EL5.5GC,Field,Copper,2024/5/14 08:50,2024/5/14,2.26,J7,ug/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL5.5GC,Field,Copper,2024/6/11 09:25,2024/6/11,1.93,"J,J7",ug/L,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
EL5.5GC,Field,Copper,2024/7/9 08:50,2024/7/9,4.87,,ug/L,,Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EL5.5GC,Field,Copper,2024/8/13 08:45,2024/8/13,5.3,,ug/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL5.5GC,Field,Copper,2024/9/10 09:25,2024/9/10,2.34,,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EL5.5GC,Field,Copper,2024/10/8 09:15,2024/10/8,2.1,,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EL5.5GC,Field,Copper,2024/11/5 09:05,2024/11/5,1.39,J,ug/L,, ,No,Overcast,2,G,Yes,SDWRF,Ambient
EL5.5GC,Field,Copper,2024/12/10 09:10,2024/12/10,3.46,,ug/L,,Duplicate Site Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL5.5GC,Field,Copper,2024/12/10 09:10,2024/12/10,3.37,,ug/L,,Duplicate Site Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1EC,Field,Copper,2024/1/9 09:10,2024/1/9,4.43,,ug/L,, ,Yes,Overcast,4,G,Yes,SDWRF,Ambient
EL7.1EC,Field,Copper,2024/2/13 09:10,2024/2/13,3.49,,ug/L,, ,Yes,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1EC,Field,Copper,2024/3/12 08:50,2024/3/12,3.27,,ug/L,,"Duplicate site, TOC duplicate site Duplicate",No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1EC,Field,Copper,2024/3/12 08:50,2024/3/12,3.15,,ug/L,,"Duplicate site, TOC duplicate site Duplicate",No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1EC,Field,Copper,2024/4/9 08:45,2024/4/9,2.75,,ug/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1EC,Field,Copper,2024/5/14 08:30,2024/5/14,2.4,,ug/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1EC,Field,Copper,2024/6/11 09:05,2024/6/11,2.81,J7,ug/L,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
EL7.1EC,Field,Copper,2024/7/9 08:30,2024/7/9,3.77,,ug/L,,Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1EC,Field,Copper,2024/8/13 08:30,2024/8/13,3.09,,ug/L,,"TOC duplicate site, High Turbidity",No,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1EC,Field,Copper,2024/9/10 09:00,2024/9/10,1.92,J,ug/L,,turbid water,No,Sunny,2,G,Yes,SDWRF,Ambient
EL7.1EC,Field,Copper,2024/10/8 08:55,2024/10/8,1.85,J,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1EC,Field,Copper,2024/11/5 08:40,2024/11/5,1.56,J,ug/L,,Duplicate site Duplicate,No,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1EC,Field,Copper,2024/11/5 08:40,2024/11/5,1.64,J,ug/L,,Duplicate site Duplicate,No,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1EC,Field,Copper,2024/12/10 08:45,2024/12/10,3.67,,ug/L,,water is murky,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1SEC,Field,Copper,2024/1/9 08:55,2024/1/9,3.51,J7,ug/L,, ,Yes,Overcast,4,G,Yes,SDWRF,Ambient
EL7.1SEC,Field,Copper,2024/2/13 08:55,2024/2/13,4.71,,ug/L,,Duplicate Site Duplicate,Yes,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1SEC,Field,Copper,2024/2/13 08:55,2024/2/13,4.53,,ug/L,,Duplicate Site Duplicate,Yes,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1SEC,Field,Copper,2024/3/12 08:30,2024/3/12,4.66,,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1SEC,Field,Copper,2024/4/9 08:30,2024/4/9,2.62,,ug/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1SEC,Field,Copper,2024/5/14 08:15,2024/5/14,2.22,J7,ug/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1SEC,Field,Copper,2024/6/11 08:50,2024/6/11,2.81,J7,ug/L,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
EL7.1SEC,Field,Copper,2024/7/9 08:15,2024/7/9,7.13,,ug/L,,Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1SEC,Field,Copper,2024/8/13 08:10,2024/8/13,3.08,,ug/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1SEC,Field,Copper,2024/9/10 08:45,2024/9/10,1.7,J,ug/L,,iron oxidizing bacteria,No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1SEC,Field,Copper,2024/10/8 08:35,2024/10/8,1.6,J,ug/L,,Duplicate site Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1SEC,Field,Copper,2024/10/8 08:35,2024/10/8,1.62,J,ug/L,,Duplicate site Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EL7.1SEC,Field,Copper,2024/11/5 08:20,2024/11/5,2.08,,ug/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL7.1SEC,Field,Copper,2024/12/10 08:25,2024/12/10,5.18,,ug/L,,water is murky,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,Field,Copper,2024/1/9 08:25,2024/1/9,5.12,,ug/L,,Light rain Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,Field,Copper,2024/1/9 08:25,2024/1/9,4.99,,ug/L,,Light rain Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,Field,Copper,2024/2/13 08:10,2024/2/13,7.38,,ug/L,, ,Yes,Sunny,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,Field,Copper,2024/3/12 08:15,2024/3/12,4.28,,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,Field,Copper,2024/4/9 08:10,2024/4/9,2.4,,ug/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,Field,Copper,2024/5/14 07:55,2024/5/14,17.1,,ug/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,Field,Copper,2024/6/11 08:00,2024/6/11,4.63,J7,ug/L,,"DO probe failure, return to city hall to swap meters",No,Sunny,2,G,Yes,SDWRF,Ambient
EL8.6SECUT,Field,Copper,2024/7/9 07:55,2024/7/9,8.71,,ug/L,,"Murky water, smells like gray water Duplicate",No,Sunny,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,Field,Copper,2024/8/13 08:00,2024/8/13,4.56,,ug/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,Field,Copper,2024/9/10 08:10,2024/9/10,6.94,,ug/L,,Duplicate site Clear flow Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,Field,Copper,2024/9/10 08:10,2024/9/10,6.88,,ug/L,,Duplicate site Clear flow Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,Field,Copper,2024/10/8 08:05,2024/10/8,2.35,,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,Field,Copper,2024/11/5 08:05,2024/11/5,2.25,,ug/L,, ,No,Overcast,3,G,Yes,SDWRF,Ambient
EL8.6SECUT,Field,Copper,2024/12/10 08:00,2024/12/10,10.5,,ug/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EN10.3WC,Field,Copper,2024/1/2 09:10,2024/1/2,2.26,,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EN10.3WC,Field,Copper,2024/2/6 08:55,2024/2/6,1.85,J,ug/L,,Duplicate Site Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EN10.3WC,Field,Copper,2024/2/6 08:55,2024/2/6,1.97,J,ug/L,,Duplicate Site Duplicate,No,Sunny,3,G,Yes,SDWRF,Ambient
EN10.3WC,Field,Copper,2024/3/5 08:40,2024/3/5,4.15,,ug/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EN10.3WC,Field,Copper,2024/4/2 08:50,2024/4/2,1.86,J,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EN10.3WC,Field,Copper,2024/5/7 08:45,2024/5/7,3.13,,ug/L,, ,Yes,Partly Cloudy,4,G,Yes,SDWRF,Ambient
EN10.3WC,Field,Copper,2024/6/4 08:30,2024/6/4,1.55,"J,J7",ug/L,, ,Yes,Sunny,3,G,Yes,SDWRF,Ambient
EN10.3WC,Field,Copper,2024/7/2 08:45,2024/7/2,5.18,,ug/L,,Duplicate,No,Sunny,2,G,Yes,SDWRF,Ambient
EN10.3WC,Field,Copper,2024/8/6 08:40,2024/8/6,2.26,,ug/L,, ,No,Overcast,2,G,Yes,SDWRF,Ambient
EN10.3WC,Field,Copper,2024/9/3 08:55,2024/9/3,3.5,,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EN10.3WC,Field,Copper,2024/10/1 09:05,2024/10/1,2.77,,ug/L,,Duplicate site Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EN10.3WC,Field,Copper,2024/10/1 09:05,2024/10/1,3.87,,ug/L,,Duplicate site Duplicate,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EN10.3WC,Field,Copper,2024/11/4 08:55,2024/11/4,1.07,J,ug/L,, ,No,Overcast,2,G,Yes,SDWRF,Ambient
EN10.3WC,Field,Copper,2024/12/3 08:50,2024/12/3,0.853,J,ug/L,, ,No,Sunny,2,G,Yes,SDWRF,Ambient
EN13.3ER,Field,Copper,2024/1/2 08:30,2024/1/2,1.38,J,ug/L,,Duplicate Site Duplicate,No,Sunny,2,G,Yes,SDWRF,Ambient
EN13.3ER,Field,Copper,2024/1/2 08:30,2024/1/2,1.25,J,ug/L,,Duplicate Site Duplicate,No,Sunny,2,G,Yes,SDWRF,Ambient
EN13.3ER,Field,Copper,2024/2/6 08:30,2024/2/6,1.75,J,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EN13.3ER,Field,Copper,2024/3/5 08:15,2024/3/5,1.61,"J,J7",ug/L,, ,Yes,Overcast,3,G,Yes,SDWRF,Ambient
EN13.3ER,Field,Copper,2024/4/2 08:25,2024/4/2,1.14,J,ug/L,, ,No,Sunny,3,G,Yes,SDWRF,Ambient
EN13.3ER,Field,Copper,2024/5/7 08:20,2024/5/7,1.74,J,ug/L,, ,Yes,Partly Cloudy,4,G,Yes,SDWRF,Ambient
